ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
106,10-Nov-24,12:45,Sunday,Pasta Alfredo,Pasta,11,1,0,10,kg,110,1210,110,Main Course Station,Afternoon,Boiled,15,365,05-Nov-24,05-Nov-25,SpiceKart Foods,26,Cloudy,TRUE,New York - Main,Robert,Chef John,,
107,29-May-24,22:45,Wednesday,Paneer Butter Masala,Paneer,18,1,2,16,kg,258,4644,258,Soup Station,Morning,Fried,48,3,22-May-24,25-May-24,GreenLeaf Suppliers,30,Hot,FALSE,Houston - Central,Emily,Chef John,,
108,26-Apr-24,22:45,Friday,Apple Pie,Mixed Veg,31,2,4,27,kg,63,1953,126,Salad Station,Night,Boiled,40,3,20-Apr-24,23-Apr-24,DailyDairy Ltd.,28,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
109,24-Aug-24,22:15,Saturday,Smoothie,Mixed Berries,30,6,3,24,grams,289,8670,1734,Grill Station,Night,Raw,26,3,22-Aug-24,25-Aug-24,FreshFarm Co.,17,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
110,06-Mar-24,19:15,Wednesday,Smoothie,Mixed Berries,19,3,1,13,grams,292,5548,876,Soup Station,Morning,Raw,17,3,02-Mar-24,05-Mar-24,Urban Harvest,26,Cloudy,TRUE,New York - Main,Robert,Chef Maria,,
111,26-Jan-25,08:30,Sunday,Chocolate Milkshake,Milk,48,10,4,38,liters,54,2592,540,Pastry Station,Morning,Boiled,37,4,21-Jan-25,25-Jan-25,DailyDairy Ltd.,24,Cloudy,FALSE,New York - Main,Robert,Chef John,,
112,06-Aug-24,16:45,Tuesday,Smoothie,Mixed Berries,22,3,2,18,grams,322,7084,966,Salad Station,Night,Raw,13,3,30-Jul-24,02-Aug-24,GreenLeaf Suppliers,30,Hot,FALSE,New York - Main,Robert,Chef Anna,,
113,15-Jun-24,08:15,Saturday,Grilled Chicken,Chicken,15,1,2,11,kg,243,3645,243,Grill Station,Afternoon,Grilled,59,2,11-Jun-24,13-Jun-24,GreenLeaf Suppliers,26,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
114,29-Oct-24,18:45,Tuesday,Mutton Curry,Mixed Veg,17,1,2,14,kg,73,1241,73,Soup Station,Night,Boiled,29,3,28-Oct-24,31-Oct-24,GreenLeaf Suppliers,23,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
115,14-Dec-24,16:00,Saturday,Mutton Curry,Mixed Veg,16,0,1,13,kg,75,1200,0,Pastry Station,Morning,Boiled,49,3,11-Dec-24,14-Dec-24,GreenLeaf Suppliers,33,Hot,FALSE,Houston - Central,Emily,Chef John,,
116,25-Jan-25,08:15,Saturday,Mutton Curry,Mixed Veg,16,4,2,12,kg,73,1168,292,Salad Station,Morning,Boiled,25,3,20-Jan-25,23-Jan-25,Urban Harvest,31,Hot,FALSE,New York - Main,Robert,Chef John,,
117,09-Dec-24,19:30,Monday,Smoothie,Mixed Berries,8,1,1,7,grams,308,2464,308,Salad Station,Night,Raw,16,3,08-Dec-24,11-Dec-24,Urban Harvest,30,Sunny,TRUE,Los Angeles - Downtown,James,Chef David,,
118,12-Sep-24,22:00,Thursday,Mutton Curry,Mixed Veg,34,6,4,28,kg,67,2278,402,Grill Station,Afternoon,Boiled,53,3,11-Sep-24,14-Sep-24,SpiceKart Foods,26,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
119,14-Feb-25,09:15,Friday,Paneer Butter Masala,Paneer,5,1,0,4,kg,266,1330,266,Pastry Station,Afternoon,Fried,34,3,12-Feb-25,15-Feb-25,FreshFarm Co.,32,Hot,FALSE,Los Angeles - Downtown,James,Chef John,,
120,19-Jun-24,22:45,Wednesday,Tacos,Mixed Veg,6,1,0,2,kg,65,390,65,Salad Station,Morning,Boiled,50,3,12-Jun-24,15-Jun-24,DailyDairy Ltd.,28,Hot,FALSE,New York - Main,Robert,Chef David,,
121,11-Mar-25,09:30,Tuesday,Iced Tea,Ice Cream,15,1,1,14,pieces,46,690,46,Grill Station,Afternoon,Frozen,13,30,06-Mar-25,05-Apr-25,Urban Harvest,26,Cloudy,FALSE,New York - Main,Robert,Chef John,,
122,29-Oct-24,12:15,Tuesday,Mushroom Soup,Tomato,17,3,2,13,kg,44,748,132,Salad Station,Afternoon,Boiled,27,5,27-Oct-24,01-Nov-24,FreshFarm Co.,22,Cloudy,TRUE,New York - Main,Robert,Chef Anna,,
123,07-Apr-24,18:00,Sunday,Iced Tea,Ice Cream,41,4,4,34,pieces,51,2091,204,Pastry Station,Morning,Frozen,32,30,04-Apr-24,04-May-24,DailyDairy Ltd.,26,Rainy,FALSE,New York - Main,Robert,Chef John,,
124,29-Jul-24,12:45,Monday,Brownie,Chocolate,49,13,4,33,grams,194,9506,2522,Grill Station,Morning,Baked,41,90,26-Jul-24,24-Oct-24,SpiceKart Foods,27,Sunny,TRUE,Houston - Central,Emily,Chef Lee,,
125,17-Nov-24,18:45,Sunday,Fish Fingers,Mixed Veg,46,12,4,31,kg,74,3404,888,Grill Station,Night,Boiled,49,3,15-Nov-24,18-Nov-24,GreenLeaf Suppliers,29,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
126,05-Apr-24,19:00,Friday,Cheeseburger,Cheese,45,2,5,43,grams,211,9495,422,Soup Station,Morning,Raw,10,10,01-Apr-24,11-Apr-24,FreshFarm Co.,29,Hot,TRUE,Los Angeles - Downtown,James,Chef Anna,,
127,16-Jan-25,11:15,Thursday,Apple Pie,Mixed Veg,24,4,2,19,kg,65,1560,260,Salad Station,Morning,Boiled,42,3,11-Jan-25,14-Jan-25,SpiceKart Foods,24,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
128,16-Dec-24,06:30,Monday,Fish Fingers,Mixed Veg,21,4,1,14,kg,69,1449,276,Salad Station,Morning,Boiled,42,3,14-Dec-24,17-Dec-24,DailyDairy Ltd.,14,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
129,07-Aug-24,21:45,Wednesday,Ice Cream Sundae,Ice Cream,43,7,4,35,pieces,47,2021,329,Salad Station,Afternoon,Frozen,33,30,03-Aug-24,02-Sep-24,FreshFarm Co.,28,Hot,FALSE,New York - Main,Robert,Chef Lee,,
130,11-Apr-24,09:30,Thursday,Mushroom Soup,Tomato,22,4,3,15,kg,48,1056,192,Salad Station,Night,Boiled,24,5,07-Apr-24,12-Apr-24,GreenLeaf Suppliers,27,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
131,24-Jan-24,07:00,Wednesday,Pasta Alfredo,Pasta,48,9,6,39,kg,111,5328,999,Pastry Station,Morning,Boiled,27,365,23-Jan-24,22-Jan-25,GreenLeaf Suppliers,20,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
132,04-Nov-24,18:00,Monday,Mutton Curry,Mixed Veg,44,8,4,33,kg,64,2816,512,Pastry Station,Afternoon,Boiled,40,3,02-Nov-24,05-Nov-24,Urban Harvest,28,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
133,02-Mar-24,09:30,Saturday,Iced Tea,Ice Cream,31,7,3,23,pieces,47,1457,329,Main Course Station,Morning,Frozen,50,30,24-Feb-24,25-Mar-24,DailyDairy Ltd.,26,Rainy,FALSE,Houston - Central,Emily,Chef David,,
134,12-Mar-25,09:00,Wednesday,Grilled Chicken,Chicken,17,2,2,14,kg,250,4250,500,Pastry Station,Morning,Grilled,48,2,09-Mar-25,11-Mar-25,GreenLeaf Suppliers,28,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
135,29-Apr-24,14:45,Monday,Chocolate Milkshake,Milk,32,3,4,26,liters,58,1856,174,Pastry Station,Afternoon,Boiled,15,4,27-Apr-24,01-May-24,FreshFarm Co.,33,Hot,FALSE,New York - Main,Robert,Chef Lee,,
136,04-Apr-24,09:30,Thursday,Grilled Chicken,Chicken,37,2,3,33,kg,263,9731,526,Salad Station,Afternoon,Grilled,18,2,01-Apr-24,03-Apr-24,FreshFarm Co.,27,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
137,23-May-25,15:30,Friday,Chocolate Milkshake,Milk,42,3,5,36,liters,54,2268,162,Main Course Station,Afternoon,Boiled,32,4,16-May-25,20-May-25,FreshFarm Co.,22,Rainy,FALSE,New York - Main,Robert,Chef David,,
138,28-May-25,19:15,Wednesday,Chocolate Milkshake,Milk,43,3,3,40,liters,57,2451,171,Grill Station,Afternoon,Boiled,36,4,26-May-25,30-May-25,SpiceKart Foods,18,Cold,TRUE,Los Angeles - Downtown,James,Chef David,,
139,30-Jan-24,22:30,Tuesday,Brownie,Chocolate,11,2,1,6,grams,188,2068,376,Grill Station,Morning,Baked,57,90,24-Jan-24,23-Apr-24,DailyDairy Ltd.,23,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
140,13-Sep-24,17:00,Friday,Tacos,Mixed Veg,43,8,5,35,kg,75,3225,600,Soup Station,Afternoon,Boiled,31,3,11-Sep-24,14-Sep-24,DailyDairy Ltd.,33,Hot,FALSE,Houston - Central,Emily,Chef John,,
141,31-Jan-24,17:00,Wednesday,Apple Pie,Mixed Veg,18,2,1,16,kg,71,1278,142,Pastry Station,Afternoon,Boiled,27,3,30-Jan-24,02-Feb-24,FreshFarm Co.,23,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
142,26-Jan-24,20:15,Friday,Chicken Biryani,Chicken,8,1,1,6,kg,229,1832,229,Main Course Station,Night,Grilled,47,2,23-Jan-24,25-Jan-24,DailyDairy Ltd.,21,Rainy,TRUE,Houston - Central,Emily,Chef John,,
143,10-Dec-24,20:30,Tuesday,Chicken Biryani,Chicken,41,2,4,36,kg,216,8856,432,Salad Station,Night,Grilled,34,2,04-Dec-24,06-Dec-24,GreenLeaf Suppliers,24,Rainy,TRUE,Houston - Central,Emily,Chef John,,
144,19-Apr-24,17:30,Friday,Spicy Chicken Wings,Chicken,8,2,0,4,kg,229,1832,458,Soup Station,Afternoon,Grilled,35,2,15-Apr-24,17-Apr-24,FreshFarm Co.,34,Hot,FALSE,Los Angeles - Downtown,James,Chef Maria,,
145,22-Jul-24,15:15,Monday,Chicken Biryani,Chicken,40,10,3,29,kg,224,8960,2240,Main Course Station,Morning,Grilled,32,2,19-Jul-24,21-Jul-24,GreenLeaf Suppliers,25,Rainy,FALSE,Houston - Central,Emily,Chef David,,
146,27-Jan-25,08:15,Monday,Spicy Chicken Wings,Chicken,15,3,1,9,kg,217,3255,651,Grill Station,Night,Grilled,36,2,24-Jan-25,26-Jan-25,Urban Harvest,32,Hot,FALSE,Houston - Central,Emily,Chef John,,
147,06-May-24,21:00,Monday,Chicken Biryani,Chicken,44,9,6,35,kg,229,10076,2061,Grill Station,Morning,Grilled,42,2,29-Apr-24,01-May-24,DailyDairy Ltd.,20,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
148,24-Jun-24,21:30,Monday,Iced Tea,Ice Cream,27,6,2,19,pieces,48,1296,288,Main Course Station,Morning,Frozen,17,30,23-Jun-24,23-Jul-24,SpiceKart Foods,11,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
149,29-Apr-24,22:30,Monday,Mutton Curry,Mixed Veg,14,2,2,9,kg,66,924,132,Pastry Station,Night,Boiled,55,3,25-Apr-24,28-Apr-24,FreshFarm Co.,26,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
150,04-Sep-24,15:30,Wednesday,Soda,Mixed Veg,29,4,3,24,kg,65,1885,260,Main Course Station,Morning,Boiled,27,3,01-Sep-24,04-Sep-24,DailyDairy Ltd.,27,Sunny,FALSE,Los Angeles - Downtown,James,Chef Anna,,
151,08-Sep-24,07:45,Sunday,Ice Cream Sundae,Ice Cream,12,2,1,9,pieces,50,600,100,Main Course Station,Morning,Frozen,59,30,05-Sep-24,05-Oct-24,FreshFarm Co.,23,Cloudy,FALSE,Los Angeles - Downtown,James,Chef David,,
152,23-Sep-24,22:45,Monday,Cheeseburger,Cheese,48,7,6,40,grams,212,10176,1484,Main Course Station,Morning,Raw,46,10,18-Sep-24,28-Sep-24,Urban Harvest,25,Cloudy,FALSE,New York - Main,Robert,Chef John,,
153,09-Feb-25,20:45,Sunday,Cheesecake,Cheese,32,9,3,20,grams,189,6048,1701,Grill Station,Morning,Raw,22,10,04-Feb-25,14-Feb-25,GreenLeaf Suppliers,32,Sunny,TRUE,Houston - Central,Emily,Chef John,,
154,16-Mar-24,20:00,Saturday,Chicken Biryani,Chicken,18,3,1,14,kg,249,4482,747,Soup Station,Morning,Grilled,13,2,09-Mar-24,11-Mar-24,DailyDairy Ltd.,27,Cloudy,TRUE,New York - Main,Robert,Chef Anna,,
155,13-Oct-24,14:30,Sunday,Ice Cream Sundae,Ice Cream,40,8,4,32,pieces,50,2000,400,Pastry Station,Afternoon,Frozen,44,30,07-Oct-24,06-Nov-24,Urban Harvest,20,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
156,02-Feb-24,19:30,Friday,Fish Fingers,Mixed Veg,28,3,3,23,kg,65,1820,195,Grill Station,Afternoon,Boiled,23,3,01-Feb-24,04-Feb-24,SpiceKart Foods,17,Cold,TRUE,New York - Main,Robert,Chef Lee,,
157,08-Mar-25,07:00,Saturday,Mushroom Soup,Tomato,29,6,2,20,kg,45,1305,270,Grill Station,Morning,Boiled,43,5,07-Mar-25,12-Mar-25,Urban Harvest,26,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
158,22-Aug-24,16:00,Thursday,Chocolate Milkshake,Milk,25,1,3,23,liters,59,1475,59,Soup Station,Afternoon,Boiled,15,4,17-Aug-24,21-Aug-24,FreshFarm Co.,20,Rainy,FALSE,New York - Main,Robert,Chef John,,
159,08-Nov-24,17:15,Friday,Veg Fried Rice,Rice,13,2,1,11,kg,88,1144,176,Pastry Station,Afternoon,Boiled,23,180,04-Nov-24,03-May-25,SpiceKart Foods,28,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
160,09-Jan-24,22:45,Tuesday,Tacos,Mixed Veg,42,5,5,36,kg,63,2646,315,Grill Station,Morning,Boiled,45,3,06-Jan-24,09-Jan-24,FreshFarm Co.,26,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
161,17-May-25,18:30,Saturday,Smoothie,Mixed Berries,33,2,4,30,grams,319,10527,638,Main Course Station,Morning,Raw,16,3,14-May-25,17-May-25,FreshFarm Co.,20,Rainy,FALSE,New York - Main,Robert,Chef David,,
162,12-Nov-24,14:30,Tuesday,Pasta Alfredo,Pasta,9,0,0,7,kg,107,963,0,Pastry Station,Afternoon,Boiled,52,365,05-Nov-24,05-Nov-25,GreenLeaf Suppliers,12,Cold,FALSE,Los Angeles - Downtown,James,Chef Anna,,
163,27-Feb-24,14:00,Tuesday,Soda,Mixed Veg,21,2,2,19,kg,73,1533,146,Pastry Station,Morning,Boiled,45,3,24-Feb-24,27-Feb-24,SpiceKart Foods,28,Hot,FALSE,Houston - Central,Emily,Chef Lee,,
164,09-Jun-24,19:30,Sunday,Paneer Butter Masala,Paneer,33,8,2,22,kg,265,8745,2120,Grill Station,Morning,Fried,31,3,08-Jun-24,11-Jun-24,GreenLeaf Suppliers,24,Rainy,TRUE,Los Angeles - Downtown,James,Chef Lee,,
165,01-Nov-24,11:30,Friday,Paneer Butter Masala,Paneer,25,6,3,18,kg,277,6925,1662,Salad Station,Morning,Fried,33,3,28-Oct-24,31-Oct-24,Urban Harvest,28,Hot,FALSE,Los Angeles - Downtown,James,Chef Maria,,
166,09-Feb-25,15:15,Sunday,Smoothie,Mixed Berries,41,2,3,39,grams,322,13202,644,Grill Station,Morning,Raw,39,3,02-Feb-25,05-Feb-25,SpiceKart Foods,24,Rainy,FALSE,New York - Main,Robert,Chef John,,
167,16-Oct-24,13:15,Wednesday,Ice Cream Sundae,Ice Cream,27,5,3,21,pieces,52,1404,260,Pastry Station,Morning,Frozen,21,30,15-Oct-24,14-Nov-24,GreenLeaf Suppliers,22,Rainy,TRUE,Houston - Central,Emily,Chef Lee,,
168,05-Nov-24,14:00,Tuesday,Fish Fingers,Mixed Veg,29,7,4,22,kg,66,1914,462,Pastry Station,Morning,Boiled,50,3,30-Oct-24,02-Nov-24,Urban Harvest,28,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
169,26-Aug-24,13:30,Monday,Smoothie,Mixed Berries,11,1,1,10,grams,313,3443,313,Soup Station,Morning,Raw,41,3,21-Aug-24,24-Aug-24,SpiceKart Foods,11,Cold,TRUE,Los Angeles - Downtown,James,Chef Lee,,
170,08-Oct-24,14:00,Tuesday,Tomato Soup,Tomato,37,4,5,31,kg,49,1813,196,Grill Station,Morning,Boiled,10,5,07-Oct-24,12-Oct-24,FreshFarm Co.,12,Cold,FALSE,New York - Main,Robert,Chef John,,
171,20-Feb-24,21:30,Tuesday,Ice Cream Sundae,Ice Cream,12,3,1,6,pieces,51,612,153,Soup Station,Afternoon,Frozen,57,30,17-Feb-24,18-Mar-24,SpiceKart Foods,11,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
172,17-May-25,12:00,Saturday,Spicy Chicken Wings,Chicken,41,1,5,40,kg,258,10578,258,Salad Station,Morning,Grilled,30,2,12-May-25,14-May-25,GreenLeaf Suppliers,23,Cloudy,TRUE,Houston - Central,Emily,Chef David,,
173,19-Sep-24,20:15,Thursday,Mushroom Soup,Tomato,36,3,3,32,kg,48,1728,144,Soup Station,Night,Boiled,11,5,17-Sep-24,22-Sep-24,SpiceKart Foods,20,Rainy,TRUE,Houston - Central,Emily,Chef Maria,,
174,20-Feb-25,12:15,Thursday,Fish Fingers,Mixed Veg,39,10,5,26,kg,67,2613,670,Salad Station,Morning,Boiled,53,3,16-Feb-25,19-Feb-25,DailyDairy Ltd.,25,Rainy,TRUE,Houston - Central,Emily,Chef Anna,,
175,01-Jan-25,07:30,Wednesday,Iced Tea,Ice Cream,25,2,2,22,pieces,48,1200,96,Grill Station,Night,Frozen,45,30,28-Dec-24,27-Jan-25,DailyDairy Ltd.,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
176,08-Sep-24,08:45,Sunday,Tacos,Mixed Veg,26,5,2,19,kg,70,1820,350,Grill Station,Morning,Boiled,36,3,07-Sep-24,10-Sep-24,FreshFarm Co.,22,Cloudy,FALSE,Houston - Central,Emily,Chef Lee,,
177,22-Dec-24,15:30,Sunday,Veg Fried Rice,Rice,25,1,3,21,kg,82,2050,82,Pastry Station,Afternoon,Boiled,31,180,21-Dec-24,19-Jun-25,FreshFarm Co.,21,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
178,03-Feb-25,13:00,Monday,Apple Pie,Mixed Veg,20,2,1,16,kg,67,1340,134,Pastry Station,Morning,Boiled,23,3,02-Feb-25,05-Feb-25,Urban Harvest,28,Cloudy,TRUE,Los Angeles - Downtown,James,Chef John,,
179,15-Jun-24,08:45,Saturday,Veg Fried Rice,Rice,47,8,6,39,kg,94,4418,752,Soup Station,Morning,Boiled,26,180,10-Jun-24,07-Dec-24,DailyDairy Ltd.,24,Rainy,FALSE,New York - Main,Robert,Chef David,,
180,26-Mar-25,17:15,Wednesday,Ice Cream Sundae,Ice Cream,33,7,4,24,pieces,49,1617,343,Pastry Station,Morning,Frozen,25,30,23-Mar-25,22-Apr-25,GreenLeaf Suppliers,16,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
181,17-May-25,06:30,Saturday,Chocolate Milkshake,Milk,16,1,2,13,liters,53,848,53,Main Course Station,Morning,Boiled,39,4,10-May-25,14-May-25,GreenLeaf Suppliers,31,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
182,18-May-24,20:00,Saturday,Fish Fingers,Mixed Veg,15,1,1,14,kg,68,1020,68,Grill Station,Afternoon,Boiled,12,3,11-May-24,14-May-24,SpiceKart Foods,26,Cloudy,TRUE,Los Angeles - Downtown,James,Chef Maria,,
183,01-Mar-25,21:45,Saturday,Brownie,Chocolate,36,2,4,34,grams,165,5940,330,Soup Station,Afternoon,Baked,60,90,24-Feb-25,25-May-25,FreshFarm Co.,35,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
184,12-Jun-24,18:15,Wednesday,Brownie,Chocolate,46,6,5,39,grams,162,7452,972,Salad Station,Morning,Baked,35,90,11-Jun-24,09-Sep-24,GreenLeaf Suppliers,18,Cold,FALSE,Houston - Central,Emily,Chef Maria,,
185,12-Sep-24,21:30,Thursday,Apple Pie,Mixed Veg,24,4,3,18,kg,72,1728,288,Main Course Station,Morning,Boiled,31,3,07-Sep-24,10-Sep-24,DailyDairy Ltd.,24,Cloudy,FALSE,New York - Main,Robert,Chef John,,
186,07-Jan-24,07:45,Sunday,Chicken Biryani,Chicken,38,3,3,35,kg,252,9576,756,Salad Station,Night,Grilled,18,2,31-Dec-23,02-Jan-24,FreshFarm Co.,15,Cold,FALSE,New York - Main,Robert,Chef John,,
187,16-May-24,13:00,Thursday,Chocolate Milkshake,Milk,12,2,1,8,liters,50,600,100,Main Course Station,Morning,Boiled,28,4,13-May-24,17-May-24,DailyDairy Ltd.,20,Rainy,TRUE,Los Angeles - Downtown,James,Chef Lee,,
188,16-May-25,17:45,Friday,Chicken Biryani,Chicken,15,0,1,13,kg,261,3915,0,Main Course Station,Night,Grilled,19,2,12-May-25,14-May-25,DailyDairy Ltd.,24,Cloudy,FALSE,New York - Main,Robert,Chef Anna,,
189,26-Jul-24,07:15,Friday,Brownie,Chocolate,18,2,2,14,grams,182,3276,364,Soup Station,Afternoon,Baked,23,90,22-Jul-24,20-Oct-24,Urban Harvest,18,Cold,FALSE,New York - Main,Robert,Chef David,,
190,01-Jan-25,20:00,Wednesday,Iced Tea,Ice Cream,18,3,2,15,pieces,49,882,147,Pastry Station,Morning,Frozen,46,30,29-Dec-24,28-Jan-25,DailyDairy Ltd.,29,Hot,TRUE,New York - Main,Robert,Chef David,,
191,18-Sep-24,15:45,Wednesday,Grilled Chicken,Chicken,32,8,2,23,kg,256,8192,2048,Main Course Station,Afternoon,Grilled,28,2,15-Sep-24,17-Sep-24,GreenLeaf Suppliers,15,Cold,FALSE,Houston - Central,Emily,Chef David,,
192,29-May-24,20:15,Wednesday,Brownie,Chocolate,10,1,1,8,grams,170,1700,170,Grill Station,Afternoon,Baked,14,90,26-May-24,24-Aug-24,SpiceKart Foods,10,Cold,TRUE,New York - Main,Robert,Chef John,,
193,14-Sep-24,22:00,Saturday,Chocolate Milkshake,Milk,32,3,4,28,liters,60,1920,180,Pastry Station,Morning,Boiled,45,4,12-Sep-24,16-Sep-24,Urban Harvest,22,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
194,04-Jan-25,06:00,Saturday,Fish Fingers,Mixed Veg,36,4,4,31,kg,65,2340,260,Salad Station,Afternoon,Boiled,17,3,30-Dec-24,02-Jan-25,FreshFarm Co.,26,Cloudy,FALSE,Houston - Central,Emily,Chef Lee,,
195,14-Apr-24,15:45,Sunday,Fish Fingers,Mixed Veg,31,5,4,24,kg,67,2077,335,Soup Station,Morning,Boiled,39,3,12-Apr-24,15-Apr-24,SpiceKart Foods,25,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
196,03-Jan-24,13:45,Wednesday,Grilled Chicken,Chicken,12,1,1,8,kg,261,3132,261,Grill Station,Night,Grilled,22,2,29-Dec-23,31-Dec-23,DailyDairy Ltd.,12,Cold,TRUE,New York - Main,Robert,Chef Anna,,
197,08-Jan-25,11:00,Wednesday,Iced Tea,Ice Cream,34,4,4,27,pieces,52,1768,208,Pastry Station,Morning,Frozen,60,30,06-Jan-25,05-Feb-25,Urban Harvest,26,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
198,29-May-25,14:30,Thursday,Brownie,Chocolate,11,0,1,10,grams,184,2024,0,Salad Station,Afternoon,Baked,12,90,23-May-25,21-Aug-25,SpiceKart Foods,26,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
199,01-May-25,06:00,Thursday,Pasta Alfredo,Pasta,16,0,2,16,kg,107,1712,0,Soup Station,Afternoon,Boiled,59,365,30-Apr-25,30-Apr-26,GreenLeaf Suppliers,21,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
200,13-Jul-24,22:45,Saturday,Iced Tea,Ice Cream,8,1,1,5,pieces,51,408,51,Grill Station,Morning,Frozen,44,30,10-Jul-24,09-Aug-24,SpiceKart Foods,30,Hot,FALSE,Houston - Central,Emily,Chef John,,
201,12-Mar-25,19:15,Wednesday,Paneer Butter Masala,Paneer,45,3,5,42,kg,298,13410,894,Salad Station,Morning,Fried,12,3,10-Mar-25,13-Mar-25,SpiceKart Foods,34,Hot,TRUE,Los Angeles - Downtown,James,Chef Lee,,
202,16-Jun-24,12:45,Sunday,Mutton Curry,Mixed Veg,19,1,1,16,kg,75,1425,75,Pastry Station,Morning,Boiled,20,3,09-Jun-24,12-Jun-24,GreenLeaf Suppliers,21,Rainy,TRUE,New York - Main,Robert,Chef Maria,,
203,19-Sep-24,16:45,Thursday,Mutton Curry,Mixed Veg,29,7,3,20,kg,74,2146,518,Main Course Station,Afternoon,Boiled,50,3,17-Sep-24,20-Sep-24,FreshFarm Co.,32,Hot,FALSE,New York - Main,Robert,Chef Lee,,
204,22-Feb-24,14:15,Thursday,Ice Cream Sundae,Ice Cream,28,2,2,26,pieces,45,1260,90,Grill Station,Morning,Frozen,18,30,21-Feb-24,22-Mar-24,GreenLeaf Suppliers,28,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
205,18-Aug-24,06:30,Sunday,Iced Tea,Ice Cream,21,3,2,18,pieces,49,1029,147,Soup Station,Morning,Frozen,35,30,15-Aug-24,14-Sep-24,DailyDairy Ltd.,22,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
206,08-Dec-24,21:45,Sunday,Tomato Soup,Tomato,25,6,2,17,kg,48,1200,288,Main Course Station,Afternoon,Boiled,58,5,06-Dec-24,11-Dec-24,DailyDairy Ltd.,13,Cold,FALSE,New York - Main,Robert,Chef David,,
207,23-May-25,14:15,Friday,Brownie,Chocolate,9,0,0,6,grams,198,1782,0,Grill Station,Afternoon,Baked,45,90,19-May-25,17-Aug-25,Urban Harvest,28,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
208,03-Mar-25,10:45,Monday,Mutton Curry,Mixed Veg,49,11,4,37,kg,67,3283,737,Soup Station,Morning,Boiled,27,3,26-Feb-25,01-Mar-25,SpiceKart Foods,32,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
209,14-Mar-25,21:15,Friday,Brownie,Chocolate,23,5,2,16,grams,176,4048,880,Salad Station,Afternoon,Baked,14,90,10-Mar-25,08-Jun-25,DailyDairy Ltd.,32,Sunny,FALSE,Los Angeles - Downtown,James,Chef Anna,,
210,25-Feb-24,08:15,Sunday,Veg Fried Rice,Rice,21,4,3,17,kg,84,1764,336,Salad Station,Morning,Boiled,40,180,22-Feb-24,20-Aug-24,FreshFarm Co.,15,Cold,FALSE,New York - Main,Robert,Chef David,,
211,07-Sep-24,12:15,Saturday,Smoothie,Mixed Berries,18,1,1,15,grams,284,5112,284,Salad Station,Afternoon,Raw,60,3,01-Sep-24,04-Sep-24,SpiceKart Foods,27,Cloudy,TRUE,New York - Main,Robert,Chef David,,
212,27-Oct-24,18:15,Sunday,Veg Fried Rice,Rice,49,5,4,43,kg,97,4753,485,Salad Station,Night,Boiled,30,180,24-Oct-24,22-Apr-25,Urban Harvest,13,Cold,FALSE,Houston - Central,Emily,Chef David,,
